keyword	search_volume	topic	category	cluster_name	main_keyword	keyword_difficulty	cluster_avg_difficulty	position	avg_cluster_position	clicks	impressions	ctr	cover_url	cluster_total_search_volume	has_magicfuse_cover
account engagement pricing	40	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	25.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud account engagement plus	40	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	10.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud corporate edition	40	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	11.0	21.7	18.2	11.7	0	9	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	4190	YES
salesforce account engagement pricing	40	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	83.0	21.7	0.0	11.7			0.0		4190	NO
salesforce social studio pricing	40	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	67.0	21.7	45.8	11.7	0	8	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	4190	YES
account engagement editions	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	17.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud account engagement editions	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	9.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud account engagement growth	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	18.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud edition comparison	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	3.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud engagement corporate edition	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	21.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud engagement editions	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	15.0	21.7	0.0	11.7			0.0		4190	NO
marketing cloud growth pricing	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	8.0	21.7	8.6	11.7	0	8	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	4190	YES
salesforce marketing cloud account engagement pricing	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	36.0	21.7	5.7	11.7	0	11	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	4190	YES
salesforce marketing cloud editions	30	Marketing Cloud & MCAE (Pardot)	Salesforce Pricing Structures	Salesforce Marketing Cloud Pricing: What Works for You?	FALSE	21.0	21.7	14.1	11.7	0	8	0.0	https://magicfuse.co/blog/salesforce-marketing-cloud-cost	4190	YES
snowflake market cap	1900	Pricing, licenses & TCO	Salesforce Pricing Structures	Snowflake (SNOW) Market Cap & Net Worth	TRUE	77.0	80.3	0.0	-			0.0		3830	NO
snow market cap	1900	Pricing, licenses & TCO	Salesforce Pricing Structures	Snowflake (SNOW) Market Cap & Net Worth	FALSE	84.0	80.3	0.0	-			0.0		3830	NO
snowflake capitalization	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Snowflake (SNOW) Market Cap & Net Worth	FALSE	80.0	80.3	0.0	-			0.0		3830	NO
salesforce survey	1000	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	TRUE	39.0	45.3	0.0	-			0.0		3780	NO
survey in salesforce	880	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	41.0	45.3	0.0	-			0.0		3780	NO
survey salesforce	880	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	41.0	45.3	0.0	-			0.0		3780	NO
salesforce feedback management	260	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	65.0	45.3	0.0	-			0.0		3780	NO
salesforce survey tools	170	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	32.0	45.3	0.0	-			0.0		3780	NO
survey tools for salesforce	170	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	49.0	45.3	0.0	-			0.0		3780	NO
feedback management salesforce	90	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	71.0	45.3	0.0	-			0.0		3780	NO
salesforce surveys pricing	90	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	25.0	45.3	0.0	-			0.0		3780	NO
salesforce feedback	40	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	77.0	45.3	0.0	-			0.0		3780	NO
salesforce feedback management license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	43.0	45.3	0.0	-			0.0		3780	NO
salesforce feedback management pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	38.0	45.3	0.0	-			0.0		3780	NO
salesforce survey builder	30	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	27.0	45.3	0.0	-			0.0		3780	NO
salesforce survey cost	30	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	49.0	45.3	0.0	-			0.0		3780	NO
salesforce survey response pack	30	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	32.0	45.3	0.0	-			0.0		3780	NO
survey tools that integrate with salesforce	30	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	52.0	45.3	0.0	-			0.0		3780	NO
salesforce surveys cost	20	Pricing, licenses & TCO	Salesforce Pricing Structures	A Quickstart Guide to Creating a Survey in Salesforce	FALSE	43.0	45.3	0.0	-			0.0		3780	NO
is snowflake a good stock to buy	1300	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	TRUE	91.0	84.8	0.0	-			0.0		2930	NO
snowflake stock buy or sell	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	88.0	84.8	0.0	-			0.0		2930	NO
snow stock buy or sell	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	83.0	84.8	0.0	-			0.0		2930	NO
is snowflake a buy	210	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	90.0	84.8	0.0	-			0.0		2930	NO
snow buy or sell	140	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	82.0	84.8	0.0	-			0.0		2930	NO
snowflake buy or sell	140	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	83.0	84.8	0.0	-			0.0		2930	NO
is snow a buy	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	83.0	84.8	0.0	-			0.0		2930	NO
is snowflake stock a buy	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	91.0	84.8	0.0	-			0.0		2930	NO
is snow a good stock to buy	70	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	82.0	84.8	0.0	-			0.0		2930	NO
is snow a good investment	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	82.0	84.8	0.0	-			0.0		2930	NO
is snow stock a buy	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	83.0	84.8	0.0	-			0.0		2930	NO
snowflake stock a buy	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	87.0	84.8	0.0	-			0.0		2930	NO
should i buy snowflake stock	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	88.0	84.8	0.0	-			0.0		2930	NO
is snow a buy or sell	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	82.0	84.8	0.0	-			0.0		2930	NO
is snowflake a buy or sell	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	80.0	84.8	0.0	-			0.0		2930	NO
will snowflake stock go up	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	79.0	84.8	0.0	-			0.0		2930	NO
is snowflake a good buy	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	90.0	84.8	0.0	-			0.0		2930	NO
is snowflake a good investment	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	90.0	84.8	0.0	-			0.0		2930	NO
snowflake stock buy	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	87.0	84.8	0.0	-			0.0		2930	NO
snow stock buy	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	88.0	84.8	0.0	-			0.0		2930	NO
will snowflake stock recover	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Is snowflake a good stock to buy	FALSE	72.0	84.8	0.0	-			0.0		2930	NO
salesforce pricing small business	590	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	TRUE	66.0	58.7	0.0	-			0.0		2670	NO
cost of salesforce for small business	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	53.0	58.7	0.0	-			0.0		2670	NO
salesforce cost for small business	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	53.0	58.7	0.0	-			0.0		2670	NO
salesforce pricing for small business	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	63.0	58.7	0.0	-			0.0		2670	NO
salesforce small business pricing	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	62.0	58.7	0.0	-			0.0		2670	NO
salesforce crm pricing for small business	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	62.0	58.7	0.0	-			0.0		2670	NO
how much does salesforce cost for small business	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	54.0	58.7	0.0	-			0.0		2670	NO
how much is salesforce for small business	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	62.0	58.7	0.0	-			0.0		2670	NO
how much does salesforce cost for a small business	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Small Business Pricing: Affordable Solutions	FALSE	53.0	58.7	0.0	-			0.0		2670	NO
genesys price	590	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	13.0	16.6	0.0	-			0.0		2460	NO
genesys pricing	590	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	TRUE	21.0	16.6	0.0	-			0.0		2460	NO
genesys cloud price	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	17.0	16.6	0.0	-			0.0		2460	NO
genesys cloud pricing	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	23.0	16.6	0.0	-			0.0		2460	NO
genesys cloud voice pricing	110	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	9.0	16.6	0.0	-			0.0		2460	NO
genesys cloud cx pricing	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	24.0	16.6	0.0	-			0.0		2460	NO
genesys cloud communicate license	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	14.0	16.6	0.0	-			0.0		2460	NO
genesys cloud communicate	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	15.0	16.6	0.0	-			0.0		2460	NO
genesys cloud license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	11.0	16.6	0.0	-			0.0		2460	NO
genesys communicate	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	28.0	16.6	0.0	-			0.0		2460	NO
genesys licensing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Genesys Pricing: Is It the Best for Your Contact Center?	FALSE	8.0	16.6	0.0	-			0.0		2460	NO
agentforce pricing	590	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	TRUE	24.0	43.5	14.7	12.2	0	41	0.0	https://magicfuse.co/blog/agentforce-cost	2290	YES
salesforce agentforce pricing	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	36.0	43.5	11.5	12.2	0	68	0.0	https://magicfuse.co/blog/agentforce-cost	2290	YES
salesforce einstein pricing	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	72.0	43.5	0.0	12.2			0.0		2290	NO
is einstein ai free	210	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	46.0	43.5	0.0	12.2			0.0		2290	NO
agentforce cost	110	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	34.0	43.5	9.9	12.2	0	18	0.0	https://magicfuse.co/blog/agentforce-cost	2290	YES
einstein salesforce cost	110	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	70.0	43.5	0.0	12.2			0.0		2290	NO
salesforce einstein price	110	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	66.0	43.5	0.0	12.2			0.0		2290	NO
salesforce agentforce pricing changes	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	70.0	43.5	0.0	12.2			0.0		2290	NO
einstein for sales pricing	70	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	11.0	43.5	0.0	12.2			0.0		2290	NO
einstein pricing	70	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	15.0	43.5	0.0	12.2			0.0		2290	NO
how much does agentforce cost	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	18.0	43.5	8.6	12.2	0	16	0.0	https://magicfuse.co/blog/agentforce-cost	2290	YES
salesforce ai pricing	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	93.0	43.5	0.0	12.2			0.0		2290	NO
agentforce salesforce pricing	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	21.0	43.5	0.0	12.2			0.0		2290	NO
is agentforce free	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	25.0	43.5	0.0	12.2			0.0		2290	NO
salesforce einstein ai pricing	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	88.0	43.5	0.0	12.2			0.0		2290	NO
salesforce einstein cost	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	88.0	43.5	0.0	12.2			0.0		2290	NO
how much is einstein ai	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	14.0	43.5	0.0	12.2			0.0		2290	NO
sales cloud einstein pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	15.0	43.5	0.0	12.2			0.0		2290	NO
salesforce agentforce cost	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	21.0	43.5	0.0	12.2			0.0		2290	NO
salesforce agent pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	21.0	43.5	16.5	12.2	0	4	0.0	https://magicfuse.co/blog/agentforce-cost	2290	YES
salesforce einstein 1 pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	34.0	43.5	0.0	12.2			0.0		2290	NO
salesforce einstein license cost	10	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Agentforce Pricing: Everything You Need to Know	FALSE	76.0	43.5	0.0	12.2			0.0		2290	NO
company community license salesforce	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	34.0	23.7	0.0	-			0.0		1460	NO
salesforce community license	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	TRUE	21.0	23.7	0.0	-			0.0		1460	NO
community license	170	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	28.0	23.7	0.0	-			0.0		1460	NO
salesforce experience cloud license	110	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	43.0	23.7	0.0	-			0.0		1460	NO
customer community license salesforce	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	24.0	23.7	0.0	-			0.0		1460	NO
partner community salesforce license	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	18.0	23.7	0.0	-			0.0		1460	NO
experience cloud license	70	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	26.0	23.7	0.0	-			0.0		1460	NO
customer community plus	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	7.0	23.7	0.0	-			0.0		1460	NO
salesforce partner license	50	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	42.0	23.7	0.0	-			0.0		1460	NO
customer community vs customer community plus	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	6.0	23.7	0.0	-			0.0		1460	NO
salesforce customer community plus	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	19.0	23.7	0.0	-			0.0		1460	NO
customer community license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	19.0	23.7	0.0	-			0.0		1460	NO
customer vs partner community salesforce	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	6.0	23.7	0.0	-			0.0		1460	NO
partner community license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	24.0	23.7	0.0	-			0.0		1460	NO
salesforce community license types	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	17.0	23.7	0.0	-			0.0		1460	NO
salesforce community plus license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	26.0	23.7	0.0	-			0.0		1460	NO
salesforce customer community plus license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	39.0	23.7	0.0	-			0.0		1460	NO
salesforce employee community license	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	37.0	23.7	0.0	-			0.0		1460	NO
partner vs customer community salesforce	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Community Salesforce Licensing: Enterprise ITAM Advisory	FALSE	15.0	23.7	0.0	-			0.0		1460	NO
snowflake valuation	1000	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	TRUE	66.0	72.2	0.0	-			0.0		1340	NO
snowflake net worth	90	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	94.0	72.2	0.0	-			0.0		1340	NO
snowflake company valuation	50	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	78.0	72.2	0.0	-			0.0		1340	NO
snowflake company value	50	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	78.0	72.2	0.0	-			0.0		1340	NO
snowflake stock valuation	40	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	79.0	72.2	0.0	-			0.0		1340	NO
snowflake enterprise value	30	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	74.0	72.2	0.0	-			0.0		1340	NO
snowflake fair value	30	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	64.0	72.2	0.0	-			0.0		1340	NO
snowflake revenue multiple	30	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	29.0	72.2	0.0	-			0.0		1340	NO
snowflake valuation history	20	Pricing, licenses & TCO	Salesforce Pricing Structures	SNOW Intrinsic Valuation and Fundamental Analysis	FALSE	88.0	72.2	0.0	-			0.0		1340	NO
salesforce data cloud pricing	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	TRUE	40.0	27.5	0.0	-			0.0		820	NO
data cloud pricing	140	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	45.0	27.5	0.0	-			0.0		820	NO
data cloud rate card	90	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	13.0	27.5	0.0	-			0.0		820	NO
data cloud credit consumption	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	5.0	27.5	0.0	-			0.0		820	NO
data cloud credits	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	5.0	27.5	0.0	-			0.0		820	NO
data cloud salesforce pricing	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	48.0	27.5	0.0	-			0.0		820	NO
salesforce data cloud cost	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	42.0	27.5	0.0	-			0.0		820	NO
salesforce data cloud rate card	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	21.0	27.5	0.0	-			0.0		820	NO
salesforce pricing calculator	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	21.0	27.5	0.0	-			0.0		820	NO
salesforce cdp pricing	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	27.0	27.5	0.0	-			0.0		820	NO
salesforce data cloud credits	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	16.0	27.5	0.0	-			0.0		820	NO
salesforce data cloud pricing calculator	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Demystifying Salesforce Data Cloud Pricing and Credits	FALSE	47.0	27.5	0.0	-			0.0		820	NO
salesforce price increase	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	FALSE	45.0	35.1	0.0	-			0.0		700	NO
salesforce pricing increase	260	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	TRUE	32.0	35.1	0.0	-			0.0		700	NO
salesforce 9 increase	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	FALSE	27.0	35.1	0.0	-			0.0		700	NO
salesforce raises prices	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	FALSE	42.0	35.1	0.0	-			0.0		700	NO
salesforce raising prices	40	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	FALSE	45.0	35.1	0.0	-			0.0		700	NO
salesforce price increase 2025	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	FALSE	20.0	35.1	0.0	-			0.0		700	NO
salesforce price increases	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Announces Pricing Update	FALSE	35.0	35.1	0.0	-			0.0		700	NO
salesforce crm prices	480	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	TRUE	16.0	25.4	0.0	-			0.0		630	NO
how much does salesforce cost per year	30	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	9.0	25.4	0.0	-			0.0		630	NO
how much salesforce cost	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	33.0	25.4	0.0	-			0.0		630	NO
salesforce cloud pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	39.0	25.4	0.0	-			0.0		630	NO
salesforce packages pricing	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	11.0	25.4	0.0	-			0.0		630	NO
salesforce subscription cost	20	Pricing, licenses & TCO	Salesforce Pricing Structures	Salesforce Pricing Guide: How Much Does Salesforce Cost?	FALSE	26.0	25.4	0.0	-			0.0		630	NO
